pathway	pval	padj	log2err	ES	NES	size	leadingEdge
DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_UP	0.0567685589519651	0.567390968141045	0.282013350011725	0.821438280846393	1.46058580389962	5	MEST MXI1 PSMB2
DIDO1_TARGET_GENES	0.909287257019438	0.983006643606215	0.0535669384770951	0.314606741573034	0.634025112243465	8	EEFSEC LRRC40 UMPS PHAX RNF216 SHARPIN C1D TOR1A
DODD_NASOPHARYNGEAL_CARCINOMA_DN	0.108658743633277	0.726595825716027	0.175204047558551	-0.646722273006795	-1.37408405256354	13	MMP3 TYROBP
DODD_NASOPHARYNGEAL_CARCINOMA_UP	0.971631205673759	0.994900816972124	0.0546808488785442	0.243702670225891	0.532894479393375	11	CDKL1 MLYCD EHD3
DR1_Q3	0.738574040219378	0.983006643606215	0.0554793308704233	-0.453938311876259	-0.787239501976865	5	PRDM1
E2F2_TARGET_GENES	0.877729257641921	0.983006643606215	0.0557104226766671	0.367411081670499	0.653287559876556	5	MGME1 NPRL2 MYRFL GNAL
E2F5_TARGET_GENES	0.296943231441048	0.983006643606215	0.115240003147781	0.665259376347037	1.18288668018053	5	CCDC88A MOSPD2 MGME1 NPRL2
EFC_Q6	0.35589519650655	0.983006643606215	0.103576326612592	0.635554149748684	1.13006830869379	5	KRT79 GDPD2 ORAI3
ELF2_TARGET_GENES	0.803921568627451	0.983006643606215	0.0503964322442957	-0.37515865280361	-0.733115708600509	9	NUDT18 TOR1A C1D EDEM2 HPS1 MRM1
ETS2_B	0.0731261425959781	0.660385318520602	0.224966093540314	-0.826086956521739	-1.43263581686631	5	MMP3 C1QTNF5 TYROBP FAM20A SLC39A11
FAN_OVARY_CL15_SMALL_ANTRAL_FOLLICLE_GRANULOSA_CELL	0.5	0.983006643606215	0.0838361057159929	0.566296530495099	1.0069224828267	5	MEST U2AF1 NDUFS5
FEV_TARGET_GENES	0.788927335640138	0.983006643606215	0.0498907356726307	-0.378760352990761	-0.761754799297419	10	EDN1 PLEC EDEM2 SHARPIN CYB561 TRIP6 SDR39U1
FOXE1_TARGET_GENES	0.336380255941499	0.983006643606215	0.096240602328129	-0.658620563180356	-1.14220833664986	5	PRDM1
FOXN3_TARGET_GENES	0.717757009345794	0.983006643606215	0.0578529757032509	-0.437458885297029	-0.806533972288235	7	IL18R1
FOXP2_TARGET_GENES	0.99151103565365	0.994900816972124	0.0385579101998489	-0.193833163318381	-0.411835295752884	13	NBEAL2 SLC39A11
FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN	0.868995633187773	0.983006643606215	0.0561766586307176	0.376338024325057	0.669160408777681	5	CMPK2 CEMIP
FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_UP	0.20109689213894	0.887547937485395	0.130105630751129	-0.745980425348346	-1.29371159730577	5	MMP19 EDN1 SLC39A11
FXR1_TARGET_GENES	0.671028037383178	0.983006643606215	0.0610363728309177	-0.457798255802174	-0.844033252423369	7	EDN1
GAVIN_FOXP3_TARGETS_CLUSTER_P3	0.102376599634369	0.726595825716027	0.188204146308491	-0.797962985410699	-1.38386200678724	5	IL18R1 PRDM1
GCM2_TARGET_GENES	0.562152133580705	0.983006643606215	0.0692836467392548	-0.493687117566	-0.936908410909332	8	PRDM1 SLC39A11 PLEC
GGGTGGRR_PAX4_03	0.905660377358491	0.983006643606215	0.0578529757032509	0.309411198713225	0.655345993712726	10	SLC38A5 GDPD2 ORAI3
GGGYGTGNY_UNKNOWN	0.703153988868275	0.983006643606215	0.0584693210386381	-0.45620561820062	-0.815178082405629	6	KCNK7
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN	0.986899563318777	0.994900816972124	0.0502948063662358	0.239130434782609	0.4251938660126	5	MOSPD2 MGME1 MXI1
GOBP_ACTIN_FILAMENT_BASED_PROCESS	0.408207343412527	0.983006643606215	0.0946646223153342	0.53094326328954	1.0700068295387	8	KCNJ3 MYH7 CCDC88A
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	0.0822669104204753	0.699864875606073	0.211400189384923	-0.820336904120933	-1.42266382668632	5	CPN1 TYROBP CARD11
GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	0.0126361708990499	0.335145348459534	0.380730400722792	-0.854728436063837	-1.5272847586495	6	MMP19 EDN1 TYROBP NBEAL2 FAM20A
GOBP_ANIMAL_ORGAN_MORPHOGENESIS	0.70018281535649	0.983006643606215	0.0579754757571486	-0.470876906262997	-0.816615146773374	5	EDN1 FAM20A NBL1
GOBP_APOPTOTIC_PROCESS	0.122837370242215	0.735770778899795	0.165656695205483	-0.668921045203654	-1.34531983749461	10	EDN1 TYROBP CARD11 DAPK2 SIVA1 C1D SHARPIN RNF216
GOBP_BIOLOGICAL_ADHESION	0.218923933209648	0.889371666124064	0.125033367555272	-0.70445844591545	-1.2587724967983	6	SFTPD CARD11
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	0.0548446069469835	0.567390968141045	0.261663521711573	-0.836014877646492	-1.44985324812831	5	SFTPD
GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS	0.00619919645410916	0.279580183027852	0.407017918923954	0.83741717721464	1.68764190215188	8	DERL3 CMPK2 CEMIP MLYCD
GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS	0.823144104803493	0.983006643606215	0.0587185879555941	0.40532693992787	0.720705119545585	5	CEMIP MLYCD IDUA
GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS	0.285714285714286	0.983006643606215	0.125033367555272	0.502254885785553	1.144082333718	13	DERL3 CMPK2 CEMIP MLYCD
GOBP_CARBOHYDRATE_METABOLIC_PROCESS	0.789762340036563	0.983006643606215	0.0523759084097997	-0.424965358864578	-0.736993350676174	5	ME1
GOBP_CATION_TRANSMEMBRANE_TRANSPORT	0.650943396226415	0.983006643606215	0.0739901439101342	0.411657645318758	0.871908288267564	10	KCNJ3 SLC38A5 CEMIP
GOBP_CATION_TRANSPORT	0.716666666666667	0.983006643606215	0.0696133438850965	0.360688973657919	0.808981778592595	12	KCNJ3 SLC38A5 CEMIP
GOBP_CELLULAR_AMIDE_METABOLIC_PROCESS	0.605118829981719	0.983006643606215	0.0649407684612899	-0.529243664815833	-0.917837310078382	5	CPN1
GOBP_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS	0.496760259179266	0.983006643606215	0.0835990603684159	0.489209586178703	0.985901196003225	8	DERL3 CSDC2 AGAP3
GOBP_CELLULAR_MACROMOLECULE_LOCALIZATION	0.144208037825059	0.77660658902119	0.179782316298324	0.608225986320349	1.32998243323831	11	DERL3 KIF17 CCDC88A CEMIP MLYCD U2AF1L4 EHD3
GOBP_CELLULAR_PROTEIN_CATABOLIC_PROCESS	0.535331905781585	0.983006643606215	0.0791316651768349	0.489174396913427	0.944720043579233	7	DERL3 AGAP3
GOBP_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS	0.967248908296943	0.994900816972124	0.0512184348540341	0.282608695652174	0.502501841651255	5	MGME1 CHAF1A
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	0.235831809872029	0.911503550304211	0.118815039412263	-0.724967706202252	-1.25727042870871	5	MMP3 EDN1
GOBP_CELL_ACTIVATION	0.00254690717930548	0.279580183027852	0.431707695803346	-0.883124878234757	-1.67597471528272	8	SFTPD IL18R1 PRDM1 EDN1 TYROBP NBEAL2 CARD11
GOBP_CELL_CELL_SIGNALING	0.548179871520343	0.983006643606215	0.0778840111977068	0.486914980118215	0.940356535704117	7	KCNJ3 PSMB2
GOBP_CELL_CHEMOTAXIS	0.186471663619744	0.861112309617293	0.135740943810425	-0.752733656655068	-1.30542334383949	5	SFTPD EDN1 NBL1 DAPK2
GOBP_CELL_MIGRATION	0.52076124567474	0.983006643606215	0.0696133438850965	-0.481012114117216	-0.967401375449467	10	SFTPD EDN1 NBL1 DAPK2
GOBP_CELL_POPULATION_PROLIFERATION	0.127102803738318	0.743750791898203	0.169570644405628	-0.726853378516345	-1.34008466246575	7	SFTPD EDN1 TYROBP CARD11
GOBP_CELL_PROJECTION_ORGANIZATION	0.531049250535332	0.983006643606215	0.0795564677235957	0.492711151750632	0.951550415743058	7	KIF17 CCDC88A CDKL1 EHD3
GOBP_CHEMICAL_HOMEOSTASIS	0.11588785046729	0.726595825716027	0.178219874951973	-0.733198550152202	-1.35178312523864	7	SFTPD TRDN EDN1 FAM20A
GOBP_CILIUM_ORGANIZATION	0.37117903930131	0.983006643606215	0.100990587455923	0.622517607352556	1.10688824854843	5	KIF17 CCDC88A CDKL1 EHD3
GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT	0.623400365630713	0.983006643606215	0.0635007968065945	-0.518337443637224	-0.89892326844658	5	MMP19 EDN1
GOBP_CIRCULATORY_SYSTEM_PROCESS	0.321814254859611	0.983006643606215	0.109250039480711	0.617185850038538	1.15984207800888	6	KCNJ3 SLC38A5 MYH7
GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	0.00690543057576569	0.279580183027852	0.407017918923954	-0.870841328948451	-1.55607633113275	6	MMP3 IL18R1 EDN1
GOBP_CYTOKINE_PRODUCTION	0.0253073885350127	0.346700495252839	0.352487857583619	-0.844799815235992	-1.55754008815712	7	SFTPD IL18R1 TYROBP CARD11
GOBP_CYTOSKELETON_ORGANIZATION	0.408199643493761	0.983006643606215	0.0838361057159929	-0.54411609236481	-1.06328363116227	9	TRDN EDN1 TYROBP CATIP SORBS3 PLEC TOR1A
GOBP_DEFENSE_RESPONSE	0.000134843685561467	0.079153243424581	0.518848077743792	-0.874966786354846	-1.8352155074346	12	MMP3 SFTPD IL18R1 PRDM1 EDN1 TYROBP CARD11
GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	0.00656861371140508	0.279580183027852	0.407017918923954	-0.842972863150007	-1.64729413351084	9	SFTPD PRDM1 EDN1 TYROBP CARD11
GOBP_DIVALENT_INORGANIC_CATION_HOMEOSTASIS	0.372943327239488	0.983006643606215	0.0902635484340068	-0.64439227049978	-1.11753301458343	5	TRDN EDN1 FAM20A
GOBP_EPITHELIUM_DEVELOPMENT	0.839122486288848	0.983006643606215	0.0495901956956338	-0.389438914529206	-0.675381850580516	5	EDN1
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	0.104018912529551	0.726595825716027	0.213927855492356	0.64276259546245	1.40550219808837	11	DERL3 KIF17 CEMIP MLYCD U2AF1L4 EHD3
GOBP_HEART_PROCESS	0.61353711790393	0.983006643606215	0.0730744399126987	0.508545052631122	0.904235536419196	5	KCNJ3 MYH7 EHD3
GOBP_HOMEOSTATIC_PROCESS	0.0234246589381173	0.343756869916872	0.352487857583619	-0.778019201312612	-1.5647357382199	10	SFTPD IL18R1 TRDN EDN1 CARD11 FAM20A
GOBP_IMMUNE_EFFECTOR_PROCESS	0.0542056074766355	0.567390968141045	0.266350657088526	-0.787793170032446	-1.45243810589513	7	IL18R1 CPN1 TYROBP NBEAL2
GOBP_IMMUNE_SYSTEM_DEVELOPMENT	0.00786106404988011	0.288402787329976	0.380730400722792	-0.879430405575247	-1.62138779711391	7	IL18R1 PRDM1 TYROBP NBEAL2 CARD11
GOBP_INNATE_IMMUNE_RESPONSE	0.00415703066654043	0.279580183027852	0.407017918923954	-0.868928199312712	-1.64903257436841	8	SFTPD PRDM1 EDN1 TYROBP CARD11
GOBP_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	0.745098039215686	0.983006643606215	0.0538979025357319	-0.402753405684875	-0.787039952812983	9	KCNK7 TRDN
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	0.0770877944325482	0.675381124356803	0.237793834423688	0.751020118606129	1.45041065856116	7	DERL3 KIF17 CEMIP MLYCD U2AF1L4
GOBP_INTRACELLULAR_TRANSPORT	0.0195831850183738	0.338778212386595	0.352487857583619	0.74145597570484	1.57043508836566	10	DERL3 KIF17 CCDC88A CEMIP MLYCD U2AF1L4 EHD3
GOBP_ION_HOMEOSTASIS	0.372943327239488	0.983006643606215	0.0902635484340068	-0.64439227049978	-1.11753301458343	5	TRDN EDN1 FAM20A
GOBP_LEUKOCYTE_CHEMOTAXIS	0.186471663619744	0.861112309617293	0.135740943810425	-0.752733656655068	-1.30542334383949	5	SFTPD EDN1 NBL1 DAPK2
GOBP_LEUKOCYTE_DIFFERENTIATION	0.017094155466713	0.338778212386595	0.352487857583619	-0.884148412837717	-1.53332851179509	5	IL18R1 PRDM1 TYROBP CARD11
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	0.118829981718464	0.726595825716027	0.173747838999571	-0.787663458920326	-1.36600012138839	5	IL18R1 TYROBP NBEAL2
GOBP_LEUKOCYTE_MIGRATION	0.186471663619744	0.861112309617293	0.135740943810425	-0.752733656655068	-1.30542334383949	5	SFTPD EDN1 NBL1 DAPK2
GOBP_LIPID_METABOLIC_PROCESS	0.437847866419295	0.983006643606215	0.0822054920415869	-0.595444531476197	-1.06397929350846	6	ME1 EDN1
GOBP_LOCOMOTION	0.52076124567474	0.983006643606215	0.0696133438850965	-0.481012114117216	-0.967401375449467	10	SFTPD EDN1 NBL1 DAPK2
GOBP_LYMPHOCYTE_ACTIVATION	0.00891331370937709	0.290673063744686	0.380730400722792	-0.902173913043478	-1.56458911578821	5	SFTPD IL18R1 PRDM1 TYROBP CARD11
GOBP_MACROMOLECULE_CATABOLIC_PROCESS	0.290094339622642	0.983006643606215	0.122107920287081	0.541990287952774	1.14795833285357	10	DERL3 CEMIP CSDC2 AGAP3 IDUA
GOBP_MAINTENANCE_OF_LOCATION	0.46943231441048	0.983006643606215	0.0873098257637931	0.579361405011448	1.03015291984584	5	MEST CCDC88A CEMIP
GOBP_METAL_ION_HOMEOSTASIS	0.372943327239488	0.983006643606215	0.0902635484340068	-0.64439227049978	-1.11753301458343	5	TRDN EDN1 FAM20A
GOBP_METAL_ION_TRANSPORT	0.792207792207792	0.983006643606215	0.0529129848430584	-0.413461038168636	-0.738799266815542	6	TRDN
GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS	0.470842332613391	0.983006643606215	0.0865399737444125	0.538289371241772	1.01157643661495	6	DERL3 AGAP3
GOBP_MRNA_METABOLIC_PROCESS	0.565502183406114	0.983006643606215	0.077274697304471	0.532157591533854	0.946220600811158	5	CSDC2 U2AF1L4 U2AF1 PSMB2
GOBP_MUSCLE_CONTRACTION	0.60475161987041	0.983006643606215	0.0732558655828455	0.479920805391811	0.901887728259774	6	KCNJ3 MYH7 EHD3
GOBP_MUSCLE_SYSTEM_PROCESS	0.60475161987041	0.983006643606215	0.0732558655828455	0.479920805391811	0.901887728259774	6	KCNJ3 MYH7 EHD3
GOBP_MYELOID_LEUKOCYTE_MIGRATION	0.186471663619744	0.861112309617293	0.135740943810425	-0.752733656655068	-1.30542334383949	5	SFTPD EDN1 NBL1 DAPK2
GOBP_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS	0.250467289719626	0.936460503601405	0.116234148779716	-0.668420401983515	-1.23235298239335	7	PRDM1 EDN1
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	0.220779220779221	0.889371666124064	0.124434168630393	-0.70361749098783	-1.25726982344677	6	SFTPD TYROBP
GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	0.0162736539483329	0.338778212386595	0.352487857583619	-0.885374007038364	-1.53545399039626	5	SFTPD IL18R1 EDN1 TYROBP
GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	0.282003710575139	0.983006643606215	0.107972360317345	-0.626914447007111	-1.18974426802419	8	PRDM1 EDN1 SORBS3 NUDT16L1
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS	0.50278293135436	0.983006643606215	0.0749278818393739	-0.522080607119634	-0.990792942693392	8	EDN1 NBL1 OTUD3 NUDT16L1 SHARPIN
GOBP_NEGATIVE_REGULATION_OF_SIGNALING	0.478664192949907	0.983006643606215	0.0774767547848578	-0.577432008930013	-1.03179333831044	6	EDN1 NBL1 OTUD3
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	0.250457038391225	0.936460503601405	0.114750719227023	-0.720168788251863	-1.24894793713121	5	PRDM1 EDN1
GOBP_NERVOUS_SYSTEM_PROCESS	0.910420475319927	0.983006643606215	0.0458620343117985	-0.327904192251941	-0.568665667230379	5	EDN1
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS	0.588126159554731	0.983006643606215	0.0670512579829467	-0.483418743379167	-0.917421319187271	8	ME1 CARD11 NUDT18
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS	0.827510917030568	0.983006643606215	0.0584693210386381	0.399875018353442	0.711011148079611	5	CMPK2 MLYCD
GOBP_ORGANELLE_ASSEMBLY	0.511777301927195	0.983006643606215	0.0815265143256594	0.5048833009355	0.975057928362154	7	KIF17 CCDC88A CDKL1 EHD3 NPRL2
GOBP_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS	0.0589622641509434	0.567390968141045	0.287857117255149	0.7009188424224	1.48457572708938	10	DERL3 CMPK2 CEMIP MLYCD EEFSEC
GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS	0.890476190476191	0.983006643606215	0.0590954798717342	0.303381149621155	0.680447254938147	12	DERL3 CEMIP MLYCD
GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	0.794432548179872	0.983006643606215	0.059476028695732	0.389474075407707	0.752173392176263	7	CMPK2 MLYCD
GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS	0.566844919786096	0.983006643606215	0.0668966276500666	-0.48577986988491	-0.949285991068342	9	ME1 CARD11 NUDT18
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	0.865096359743041	0.983006643606215	0.0554793308704233	0.349513801496536	0.674999950661334	7	CCDC88A CEMIP NPRL2 AGAP3
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	0.215213358070501	0.889371666124064	0.126253987849115	-0.707455910032621	-1.26412856203211	6	MMP3 EDN1 TYROBP
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	0.186471663619744	0.861112309617293	0.135740943810425	-0.752043973982907	-1.30422726624668	5	TYROBP CARD11
GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	0.0250277517437134	0.346700495252839	0.352487857583619	-0.845085895703334	-1.55806752884578	7	IL18R1 CPN1 TYROBP CARD11
GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	0.0501730103806228	0.566376097950492	0.266350657088526	-0.749813445013466	-1.50800891858571	10	IL18R1 CPN1 EDN1 TYROBP CARD11 DAPK2
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	0.14392523364486	0.77660658902119	0.158514105424824	-0.714945997681932	-1.31813126870303	7	IL18R1 EDN1 CARD11
GOBP_POSITIVE_REGULATION_OF_ION_TRANSPORT	0.524680073126143	0.983006643606215	0.072003313661988	-0.573101361019229	-0.993897228383814	5	TRDN EDN1
GOBP_POSITIVE_REGULATION_OF_LOCOMOTION	0.903107861060329	0.983006643606215	0.0462302524077616	-0.342871606170408	-0.594622805393829	5	EDN1 DAPK2
GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	0.393470790378007	0.983006643606215	0.0838361057159929	-0.510022130017374	-1.06975548871076	12	IL18R1 TRDN EDN1 CARD11 FAM20A
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	0.017094155466713	0.338778212386595	0.352487857583619	-0.883223013502216	-1.53172364414469	5	IL18R1 EDN1 TYROBP CARD11
GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	0.810043668122271	0.983006643606215	0.059476028695732	0.417266075789097	0.741933899304631	5	CCDC88A CEMIP
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	0.810043668122271	0.983006643606215	0.059476028695732	0.417266075789097	0.741933899304631	5	CCDC88A CEMIP
GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	0.810043668122271	0.983006643606215	0.059476028695732	0.417266075789097	0.741933899304631	5	CCDC88A CEMIP
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	0.810043668122271	0.983006643606215	0.059476028695732	0.417266075789097	0.741933899304631	5	CCDC88A CEMIP
GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION	0.810043668122271	0.983006643606215	0.059476028695732	0.417266075789097	0.741933899304631	5	CCDC88A CEMIP
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	0.186471663619744	0.861112309617293	0.135740943810425	-0.752043973982907	-1.30422726624668	5	TYROBP CARD11
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	0.218923933209648	0.889371666124064	0.125033367555272	-0.655769418721952	-1.24450459037061	8	EDN1 TYROBP CARD11 DAPK2
GOBP_POSITIVE_REGULATION_OF_SIGNALING	0.207253886010363	0.888014825460459	0.12384217120105	-0.599351596559408	-1.23533489901555	11	IL18R1 EDN1 TYROBP CARD11
GOBP_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	0.810043668122271	0.983006643606215	0.059476028695732	0.417266075789097	0.741933899304631	5	CCDC88A CEMIP
GOBP_POSITIVE_REGULATION_OF_TRANSPORT	0.17196261682243	0.861112309617293	0.143758989039275	-0.698536249498103	-1.28787695262492	7	SFTPD TRDN EDN1
GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	0.535331905781585	0.983006643606215	0.0791316651768349	0.489174396913427	0.944720043579233	7	DERL3 AGAP3
GOBP_PROTEIN_CATABOLIC_PROCESS	0.535331905781585	0.983006643606215	0.0791316651768349	0.489174396913427	0.944720043579233	7	DERL3 AGAP3
GOBP_PROTEIN_CONTAINING_COMPLEX_SUBUNIT_ORGANIZATION	0.0953271028037383	0.726595825716027	0.197822021315103	-0.74902851749386	-1.38096851127233	7	MMP3
